,articleNo,token (raw text),token (lowercase),lemma,POS,entity IOB,entity type
2096,153,American,american,American,NNP,I,ORG
2097,153,Literature,literature,Literature,NNP,I,ORG
2098,154,The,the,the,DT,B,ORG
2099,154,Increasing,increasing,increase,VBG,I,ORG
2100,154,Reliance,reliance,Reliance,NNP,I,ORG
2101,154,on,on,on,IN,I,ORG
2102,154,Ritual,ritual,Ritual,NNP,I,ORG
2103,154,Handbooks,handbooks,Handbooks,NNP,I,ORG
2104,154,in,in,in,IN,O,
2105,154,Pre,pre,Pre,NNP,O,
2106,154,-,-,-,JJ,O,
2107,154,Print,print,print,JJ,O,
2108,154,Era,era,era,NN,O,
2109,154,Ashkenaz,ashkenaz,Ashkenaz,NNP,O,
2110,155,Book,book,book,NN,O,
2111,155,history,history,history,NN,O,
2112,155,",",",",",",",",O,
2113,155,print,print,print,NN,O,
2114,155,",",",",",",",",O,
2115,155,and,and,and,CC,O,
2116,155,the,the,the,DT,B,LOC
2117,155,Middle,middle,Middle,NNP,I,LOC
2118,155,East,east,East,NNP,I,LOC
2119,156,Follow,follow,follow,VB,O,
2120,156,the,the,the,DT,O,
2121,156,Child,child,Child,NNP,O,
2122,156,",",",",",",",",O,
2123,156,Follow,follow,follow,VB,O,
2124,156,the,the,the,DT,O,
2125,156,Books,books,Books,NNPS,O,
2126,156,-,-,-,HYPH,O,
2127,156,Cross,cross,Cross,NNP,O,
2128,156,-,-,-,JJ,O,
2129,156,Disciplinary,disciplinary,disciplinary,JJ,O,
2130,156,Approaches,approaches,Approaches,NNPS,O,
2131,156,to,to,to,IN,O,
2132,156,a,a,a,DT,O,
2133,156,Child,child,child,NN,O,
2134,156,-,-,-,HYPH,O,
2135,156,Centred,centred,centre,VBN,O,
2136,156,History,history,history,NN,O,
2137,156,of,of,of,IN,O,
2138,156,Danish,danish,Danish,NNP,O,
2139,156,Children,children,Children,NNP,O,
2140,156,'s,'s,'s,POS,O,
2141,156,Literature,literature,Literature,NNP,O,
2142,156,1790,1790,1790,CD,B,DATE
2143,156,-,-,-,SYM,I,DATE
2144,156,1850,1850,1850,CD,I,DATE
2145,157,Eugen,eugen,Eugen,NNP,B,ORG
2146,157,Diederichs,diederichs,Diederichs,NNP,I,ORG
2147,157,and,and,and,CC,O,
2148,157,his,his,his,PRP$,O,
2149,157,Publisher,publisher,Publisher,NNP,O,
2150,157,.,.,.,.,O,
2151,157,Bibliography,bibliography,Bibliography,NNP,O,
2152,157,and,and,and,CC,O,
2153,157,Book,book,Book,NNP,B,PERSON
2154,157,History,history,History,NNP,I,PERSON
2155,157,",",",",",",",",O,
2156,157,1896,1896,1896,CD,B,DATE
2157,157,-,-,-,SYM,I,DATE
2158,157,1931,1931,1931,CD,I,DATE
2159,158,The,the,the,DT,B,ORG
2160,158,Alexandrian,alexandrian,Alexandrian,NNP,I,ORG
2161,158,Library,library,Library,NNP,I,ORG
2162,158,of,of,of,IN,I,ORG
2163,158,Life,life,Life,NNP,I,ORG
2164,158,A,a,A,NNP,I,ORG
2165,158,Flawed,flawed,Flawed,NNP,I,ORG
2166,158,Metaphor,metaphor,Metaphor,NNP,I,ORG
2167,158,for,for,for,IN,O,
2168,158,Biodiversity,biodiversity,biodiversity,NN,B,ORG
2169,159,Fashion,fashion,Fashion,NNP,O,
2170,159,",",",",",",",",O,
2171,159,Cultural,cultural,Cultural,NNP,O,
2172,159,Transfers,transfers,Transfers,NNPS,O,
2173,159,and,and,and,CC,O,
2174,159,History,history,history,NN,O,
2175,159,of,of,of,IN,O,
2176,159,the,the,the,DT,O,
2177,159,Book,book,Book,NNP,O,
2178,160,Serial,serial,serial,JJ,O,
2179,160,fictions,fictions,fiction,NNS,O,
2180,160,:,:,:,:,O,
2181,160,Urdu,urdu,urdu,NN,O,
2182,160,print,print,print,NN,O,
2183,160,culture,culture,culture,NN,O,
2184,160,and,and,and,CC,O,
2185,160,the,the,the,DT,O,
2186,160,novel,novel,novel,NN,O,
2187,160,in,in,in,IN,O,
2188,160,colonial,colonial,colonial,JJ,O,
2189,160,South,south,South,NNP,B,LOC
2190,160,Asia,asia,Asia,NNP,I,LOC
2191,161,RE,re,re,NN,O,
2192,161,-,-,-,HYPH,O,
2193,161,BOUND,bound,bound,JJ,O,
2194,161,BOOK,book,BOOK,NNS,O,
2195,161,COVERS,covers,cover,NNS,O,
2196,161,FROM,from,from,IN,O,
2197,161,THE,the,the,DT,O,
2198,161,ISLAND,island,island,NN,O,
2199,161,OF,of,of,IN,O,
2200,161,PIIRISSAAR,piirissaar,PIIRISSAAR,NNP,O,
2201,161,",",",",",",",",O,
2202,161,ESTONIA,estonia,ESTONIA,NNP,B,ORG
2203,162,Military,military,Military,NNP,O,
2204,162,Writers,writers,Writers,NNPS,O,
2205,162,and,and,and,CC,O,
2206,162,Their,their,their,PRP$,O,
2207,162,Readers,readers,reader,NNS,O,
2208,162,:,:,:,:,O,
2209,162,The,the,the,DT,B,ORG
2210,162,Transnational,transnational,Transnational,NNP,I,ORG
2211,162,Circulation,circulation,Circulation,NNP,I,ORG
2212,162,of,of,of,IN,I,ORG
2213,162,Campaign,campaign,Campaign,NNP,I,ORG
2214,162,Narratives,narratives,Narratives,NNPS,I,ORG
2215,162,of,of,of,IN,I,ORG
2216,162,the,the,the,DT,I,ORG
2217,162,Eastern,eastern,Eastern,NNP,I,ORG
2218,162,Cape,cape,Cape,NNP,I,ORG
2219,162,Frontier,frontier,Frontier,NNP,I,ORG
2220,162,Wars,wars,Wars,NNPS,I,ORG
2221,162,between,between,between,IN,B,DATE
2222,162,1834,1834,1834,CD,I,DATE
2223,162,and,and,and,CC,I,DATE
2224,162,1853,1853,1853,CD,B,DATE
2225,163,Introduction,introduction,introduction,NN,O,
2226,163,:,:,:,:,O,
2227,163,The,the,the,DT,O,
2228,163,anatomy,anatomy,anatomy,NN,O,
2229,163,of,of,of,IN,O,
2230,163,an,an,an,DT,O,
2231,163,iconic,iconic,iconic,JJ,O,
2232,163,book,book,book,NN,O,
2233,164,FRAGMENT,fragment,fragment,JJ,O,
2234,164,OF,of,of,IN,O,
2235,164,A,a,a,DT,O,
2236,164,ROMANCE,romance,romance,NN,B,ORG
2237,164,BIBLE,bible,BIBLE,NNP,I,ORG
2238,164,MS,ms,MS,NNP,I,ORG
2239,164,RE,re,RE,NNP,I,ORG
2240,164,-,-,-,JJ,O,
2241,164,USED,used,used,JJ,O,
2242,164,AS,as,as,IN,O,
2243,164,THE,the,the,DT,O,
2244,164,BINDING,binding,binding,NN,O,
2245,164,OF,of,of,IN,O,
2246,164,A,a,a,DT,O,
2247,164,DOCUMENT,document,document,NN,O,
2248,164,BUNDLE,bundle,bundle,NN,O,
2249,164,FROM,from,from,IN,O,
2250,164,THE,the,the,DT,O,
2251,164,SANTA,santa,SANTA,NNP,O,
2252,164,MARIA,maria,MARIA,NNP,O,
2253,164,DE,de,DE,NNP,O,
2254,164,LA,la,LA,NNP,O,
2255,164,SISLA,sisla,sisla,JJ,O,
2256,164,MONASTERY,monastery,MONASTERY,NNP,O,
2257,165,THE,the,the,DT,O,
2258,165,SPECTACULAR,spectacular,SPECTACULAR,NNP,O,
2259,165,SISTERHOOD,sisterhood,SISTERHOOD,NNP,O,
2260,165,OF,of,of,IN,O,
2261,165,SUPERWOMEN,superwomen,SUPERWOMEN,NNP,O,
2262,165,Awesome,awesome,Awesome,NNP,O,
2263,165,Female,female,Female,NNP,O,
2264,165,Characters,characters,Characters,NNPS,O,
2265,165,From,from,from,IN,O,
2266,165,Comic,comic,Comic,NNP,O,
2267,165,Book,book,Book,NNP,O,
2268,165,History,history,history,NN,O,
2269,166,ON,on,on,IN,O,
2270,166,THE,the,the,DT,O,
2271,166,QUESTION,question,question,NN,O,
2272,166,OF,of,of,IN,O,
2273,166,STUDY,study,study,NN,O,
2274,166,OF,of,of,IN,O,
2275,166,SIBERIAN,siberian,siberian,JJ,O,
2276,166,OLD,old,old,JJ,O,
2277,166,BELIEVERS,believers,believer,NNS,O,
2278,166,BOOKBINDING,bookbinding,BOOKBINDING,NNP,O,
2279,166,(,(,(,-LRB-,O,
2280,166,BASED,based,BASED,NNP,O,
2281,166,ON,on,ON,NNP,O,
2282,166,COLLECTIONS,collections,collection,NNS,O,
2283,166,OF,of,of,IN,O,
2284,166,THE,the,the,DT,B,ORG
2285,166,SCIENTIFIC,scientific,SCIENTIFIC,NNP,I,ORG
2286,166,LIBRARY,library,LIBRARY,NNP,I,ORG
2287,166,OF,of,of,IN,I,ORG
2288,166,TOMSK,tomsk,TOMSK,NNP,I,ORG
2289,166,STATE,state,STATE,NNP,I,ORG
2290,166,UNIVERSITY,university,UNIVERSITY,NNP,I,ORG
2291,166,AND,and,and,CC,I,ORG
2292,166,TOMSK,tomsk,TOMSK,NNP,I,ORG
2293,166,MUSEUM,museum,MUSEUM,NNP,I,ORG
2294,166,OF,of,of,IN,I,ORG
2295,166,LOCAL,local,LOCAL,NNP,I,ORG
2296,166,HISTORY,history,HISTORY,NNP,O,
2297,166,),),),-RRB-,O,
2298,167,The,the,the,DT,O,
2299,167,Role,role,Role,NNP,O,
2300,167,of,of,of,IN,O,
2301,167,Manuscripts,manuscripts,Manuscripts,NNPS,O,
2302,167,during,during,during,IN,O,
2303,167,Slovenian,slovenian,Slovenian,NNP,B,ORG
2304,167,Literature,literature,Literature,NNP,I,ORG
2305,167,'s,'s,'s,POS,I,ORG
2306,167,Long,long,Long,NNP,O,
2307,167,Transition,transition,Transition,NNP,O,
2308,167,from,from,from,IN,O,
2309,167,Manuscript,manuscript,Manuscript,NNP,O,
2310,167,to,to,to,IN,O,
2311,167,Print,print,Print,NNP,O,
2312,167,Book,book,Book,NNP,O,
2313,168,Economies,economies,economy,NNS,O,
2314,168,of,of,of,IN,O,
2315,168,Scale,scale,Scale,NNP,O,
2316,168,:,:,:,:,O,
2317,168,Shakespeare,shakespeare,Shakespeare,NNP,B,PERSON
2318,168,and,and,and,CC,O,
2319,168,Book,book,Book,NNP,B,PERSON
2320,168,History,history,History,NNP,I,PERSON
2321,169,Recasting,recasting,Recasting,NNP,B,PERSON
2322,169,Book,book,Book,NNP,I,PERSON
2323,169,History,history,History,NNP,I,PERSON
2324,170,Ebookness,ebookness,ebookness,NN,O,
2325,171,The,the,the,DT,B,WORK_OF_ART
2326,171,Broadview,broadview,Broadview,NNP,I,WORK_OF_ART
2327,171,Reader,reader,Reader,NNP,I,WORK_OF_ART
2328,171,in,in,in,IN,I,WORK_OF_ART
2329,171,Book,book,Book,NNP,I,WORK_OF_ART
2330,171,History,history,History,NNP,I,WORK_OF_ART
2331,172,Spectres,spectres,spectre,NNS,O,
2332,172,of,of,of,IN,O,
2333,172,reification,reification,reification,NN,O,
2334,172,:,:,:,:,O,
2335,172,Weber,weber,Weber,NNP,O,
2336,172,and,and,and,CC,O,
2337,172,Simmel,simmel,Simmel,NNP,B,PERSON
2338,172,on,on,on,IN,O,
2339,172,History,history,history,NN,O,
2340,172,and,and,and,CC,O,
2341,172,Class,class,Class,NNP,O,
2342,172,Consciousness,consciousness,Consciousness,NNP,O,
2343,173,Manuscript,manuscript,Manuscript,NNP,B,PERSON
2344,173,Catalogues,catalogues,Catalogues,NNPS,I,PERSON
2345,173,and,and,and,CC,I,PERSON
2346,173,Book,book,Book,NNP,I,PERSON
2347,173,History,history,History,NNP,I,PERSON
2348,174,Bibliography,bibliography,bibliography,NN,O,
2349,174,-,-,-,HYPH,O,
2350,174,based,based,base,VBN,O,
2351,174,quantitative,quantitative,quantitative,JJ,O,
2352,174,translation,translation,translation,NN,O,
2353,174,history,history,history,NN,O,
2354,175,THE,the,the,DT,O,
2355,175,POLITICAL,political,POLITICAL,NNP,O,
2356,175,ECONOMY,economy,economy,NN,O,
2357,175,OF,of,of,IN,O,
2358,175,PRIVATE,private,private,JJ,O,
2359,175,PRINTING,printing,printing,NN,O,
2360,175,IN,in,in,IN,O,
2361,175,CAIRO,cairo,CAIRO,NNP,O,
2362,175,AS,as,as,IN,O,
2363,175,TOLD,told,tell,VBN,O,
2364,175,FROM,from,from,IN,O,
2365,175,A,a,a,DT,O,
2366,175,COMMISSIONING,commissioning,commissioning,NN,O,
2367,175,DEAL,deal,deal,NN,O,
2368,175,TURNED,turned,TURNED,NNP,O,
2369,175,SOUR,sour,SOUR,NNP,O,
2370,175,",",",",",",",",O,
2371,175,1871,1871,1871,CD,B,DATE
2372,176,Printer,printer,Printer,NNP,B,ORG
2373,176,'s,'s,'s,POS,I,ORG
2374,176,Error,error,error,NN,I,ORG
2375,176,:,:,:,:,O,
2376,176,Irreverent,irreverent,Irreverent,NNP,O,
2377,176,Stories,stories,Stories,NNPS,O,
2378,176,from,from,from,IN,O,
2379,176,Book,book,Book,NNP,O,
2380,176,History,history,History,NNP,O,
2381,177,Genealogy,genealogy,Genealogy,NNP,O,
2382,177,and,and,and,CC,O,
2383,177,History,history,history,NN,B,ORG
2384,177,of,of,of,IN,I,ORG
2385,177,Family,family,Family,NNP,I,ORG
2386,177,Libraries,libraries,Libraries,NNPS,I,ORG
2387,177,in,in,in,IN,O,
2388,177,Apostils,apostils,Apostils,NNPS,O,
2389,177,in,in,in,IN,O,
2390,177,the,the,the,DT,O,
2391,177,Early,early,Early,NNP,O,
2392,177,Printed,printed,Printed,NNP,O,
2393,177,Cyrillic,cyrillic,Cyrillic,NNP,O,
2394,177,Books,books,Books,NNPS,O,
2395,178,Novels,novels,novel,NNS,O,
2396,178,to,to,to,TO,O,
2397,178,read,read,read,VB,O,
2398,178,and,and,and,CC,O,
2399,178,forget,forget,forget,VB,O,
2400,178,:,:,:,:,O,
2401,178,an,an,an,DT,O,
2402,178,Italian,italian,italian,JJ,B,NORP
2403,178,anomaly,anomaly,anomaly,NN,O,
2404,178,of,of,of,IN,O,
2405,178,the,the,the,DT,O,
2406,178,Eighteenth,eighteenth,Eighteenth,NNP,O,
2407,178,Century,century,Century,NNP,B,DATE
2408,179,Magical,magical,Magical,NNP,B,ORG
2409,179,Manuscripts,manuscripts,Manuscripts,NNPS,I,ORG
2410,179,in,in,in,IN,O,
2411,179,Early,early,Early,NNP,B,LOC
2412,179,Modern,modern,Modern,NNP,I,LOC
2413,179,Europe,europe,Europe,NNP,I,LOC
2414,179,The,the,the,DT,B,ORG
2415,179,Clandestine,clandestine,Clandestine,NNP,I,ORG
2416,179,Trade,trade,Trade,NNP,I,ORG
2417,179,In,in,in,IN,I,ORG
2418,179,Illegal,illegal,Illegal,NNP,I,ORG
2419,179,Book,book,Book,NNP,I,ORG
2420,179,Collections,collections,Collections,NNPS,I,ORG
2421,179,Introduction,introduction,introduction,NN,I,ORG
2422,180,Exceptionality,exceptionality,exceptionality,NN,O,
2423,181,Scarcity,scarcity,scarcity,NN,O,
2424,182,Illegality,illegality,illegality,NN,O,
2425,183,Magical,magical,Magical,NNP,B,ORG
2426,183,Manuscripts,manuscripts,Manuscripts,NNPS,I,ORG
2427,183,in,in,in,IN,O,
2428,183,Early,early,Early,NNP,B,LOC
2429,183,Modern,modern,Modern,NNP,I,LOC
2430,183,Europe,europe,Europe,NNP,I,LOC
2431,183,The,the,the,DT,B,ORG
2432,183,Clandestine,clandestine,Clandestine,NNP,I,ORG
2433,183,Trade,trade,Trade,NNP,I,ORG
2434,183,In,in,in,IN,I,ORG
2435,183,Illegal,illegal,Illegal,NNP,I,ORG
2436,183,Book,book,Book,NNP,I,ORG
2437,183,Collections,collections,Collections,NNPS,I,ORG
2438,183,Conclusions,conclusions,Conclusions,NNPS,I,ORG
2439,184,Books,books,book,NNS,O,
2440,184,and,and,and,CC,O,
2441,184,Book,book,Book,NNP,O,
2442,184,History,history,History,NNP,O,
2443,184,in,in,in,IN,O,
2444,184,Motion,motion,Motion,NNP,O,
2445,184,:,:,:,:,O,
2446,184,Materiality,materiality,materiality,NN,O,
2447,184,",",",",",",",",O,
2448,184,Sociality,sociality,Sociality,NNP,B,ORG
2449,184,and,and,and,CC,O,
2450,184,Spatiality,spatiality,spatiality,NN,O,
2451,185,Frontispiece,frontispiece,frontispiece,VB,B,ORG
2452,186,DIGITALIZATION,digitalization,digitalization,NN,O,
2453,186,OF,of,of,IN,O,
2454,186,THE,the,the,DT,O,
2455,186,REPERTOIRE,repertoire,repertoire,NN,O,
2456,186,OF,of,of,IN,O,
2457,186,BOOKS,books,BOOKS,NNP,O,
2458,186,FROM,from,from,IN,O,
2459,186,THE,the,the,DT,O,
2460,186,BULGARIAN,bulgarian,BULGARIAN,NNP,O,
2461,186,REVIVAL,revival,REVIVAL,NNP,O,
2462,186,(,(,(,-LRB-,O,
2463,186,1801,1801,1801,CD,B,DATE
2464,186,-,-,-,SYM,I,DATE
2465,186,1878,1878,1878,CD,I,DATE
2466,186,),),),-RRB-,O,
2467,187,Security,security,security,NN,O,
2468,187,and,and,and,CC,O,
2469,187,Monitoring,monitoring,Monitoring,NNP,B,ORG
2470,187,System,system,System,NNP,I,ORG
2471,187,by,by,by,IN,O,
2472,187,using,using,use,VBG,O,
2473,187,RFID,rfid,RFID,NNP,B,PRODUCT
2474,187,Tags,tags,Tags,NNPS,I,PRODUCT
2475,187,and,and,and,CC,O,
2476,187,multiple,multiple,multiple,JJ,O,
2477,187,sensors,sensors,sensor,NNS,O,
2478,188,Geometry,geometry,Geometry,NNP,O,
2479,188,Textbooks,textbooks,Textbooks,NNP,O,
2480,188,in,in,in,IN,O,
2481,188,Meiji,meiji,Meiji,NNP,O,
2482,188,Japan,japan,Japan,NNP,B,GPE
2483,188,(,(,(,-LRB-,O,
2484,188,1868,1868,1868,CD,B,DATE
2485,188,-,-,-,HYPH,I,DATE
2486,188,1912,1912,1912,CD,I,DATE
2487,188,):,):,):,:,O,
2488,188,Evidence,evidence,evidence,NN,O,
2489,188,of,of,of,IN,O,
2490,188,Revolutions,revolutions,Revolutions,NNPS,O,
2491,188,in,in,in,IN,O,
2492,188,Books,books,Books,NNPS,O,
2493,188,and,and,and,CC,O,
2494,188,in,in,in,IN,O,
2495,188,the,the,the,DT,B,ORG
2496,188,Teaching,teaching,teaching,NN,I,ORG
2497,188,of,of,of,IN,I,ORG
2498,188,Mathematics,mathematics,mathematic,NNS,I,ORG
2499,189,Shakespeare,shakespeare,Shakespeare,NNP,B,PERSON
2500,189,'s,'s,'s,POS,O,
2501,189,First,first,First,NNP,O,
2502,189,Folio,folio,Folio,NNP,O,
2503,189,:,:,:,:,O,
2504,189,Three,three,three,CD,B,CARDINAL
2505,189,New,new,New,NNP,O,
2506,189,Publications,publications,Publications,NNPS,O,
2507,190,Polish,polish,Polish,NNP,B,ORG
2508,190,Perspective,perspective,Perspective,NNP,I,ORG
2509,190,on,on,on,IN,O,
2510,190,Mircea,mircea,Mircea,NNP,O,
2511,190,Eliade,eliade,Eliade,NNP,O,
2512,190,'s,'s,'s,POS,O,
2513,190,Scientific,scientific,Scientific,NNP,B,ORG
2514,190,Work,work,Work,NNP,I,ORG
2515,190,in,in,in,IN,O,
2516,190,Poland,poland,Poland,NNP,B,GPE
2517,190,:,:,:,:,O,
2518,190,Andrzej,andrzej,Andrzej,NNP,O,
2519,190,Bronk,bronk,Bronk,NNP,O,
2520,191,New,new,New,NNP,O,
2521,191,Methods,methods,Methods,NNPS,O,
2522,191,of,of,of,IN,O,
2523,191,Bringing,bringing,Bringing,NNP,O,
2524,191,Image,image,Image,NNP,O,
2525,191,Data,data,Data,NNP,O,
2526,191,into,into,into,IN,O,
2527,191,Historical,historical,Historical,NNP,O,
2528,191,Linguistics,linguistics,Linguistics,NNPS,O,
2529,191,:,:,:,:,O,
2530,191,A,a,a,DT,O,
2531,191,Case,case,Case,NNP,O,
2532,191,Study,study,Study,NNP,O,
2533,191,with,with,with,IN,O,
2534,191,Medical,medical,Medical,NNP,O,
2535,191,Writing,writing,Writing,NNP,O,
2536,191,1500,1500,1500,CD,B,DATE
2537,191,-,-,-,SYM,I,DATE
2538,191,1700,1700,1700,CD,I,DATE
2539,192,Pirating,pirating,pirate,VBG,O,
2540,192,Mare,mare,Mare,NNP,O,
2541,192,liberum,liberum,liberum,NN,O,
2542,192,(,(,(,-LRB-,O,
2543,192,1609,1609,1609,CD,B,DATE
2544,192,),),),-RRB-,O,
2545,193,Authorship,authorship,authorship,NN,O,
2546,193,in,in,in,IN,O,
2547,193,Early,early,early,JJ,O,
2548,193,Modern,modern,Modern,NNP,O,
2549,193,Jurisprudence,jurisprudence,Jurisprudence,NNP,O,
2550,193,Paul,paul,Paul,NNP,O,
2551,193,Voet,voet,Voet,NNP,O,
2552,193,(,(,(,-LRB-,O,
2553,193,1619,1619,1619,CD,B,DATE
2554,193,-,-,-,SYM,I,DATE
2555,193,1667,1667,1667,CD,I,DATE
2556,193,),),),-RRB-,O,
2557,193,on,on,on,IN,O,
2558,193,auctor,auctor,auctor,NN,O,
2559,193,and,and,and,CC,O,
2560,193,editor,editor,editor,NN,O,
2561,194,The,the,the,DT,O,
2562,194,scramble,scramble,scramble,NN,O,
2563,194,for,for,for,IN,O,
2564,194,African,african,african,JJ,B,NORP
2565,194,orature,orature,orature,NN,O,
2566,194,:,:,:,:,O,
2567,194,The,the,the,DT,O,
2568,194,transcription,transcription,transcription,NN,O,
2569,194,",",",",",",",",O,
2570,194,compilation,compilation,compilation,NN,O,
2571,194,",",",",",",",",O,
2572,194,and,and,and,CC,O,
2573,194,marketing,marketing,marketing,NN,O,
2574,194,of,of,of,IN,O,
2575,194,African,african,african,JJ,B,NORP
2576,194,oral,oral,oral,JJ,O,
2577,194,narratives,narratives,narrative,NNS,O,
2578,194,in,in,in,IN,O,
2579,194,the,the,the,DT,B,GPE
2580,194,Oxford,oxford,Oxford,NNP,I,GPE
2581,194,Library,library,Library,NNP,I,GPE
2582,194,of,of,of,IN,O,
2583,194,African,african,African,NNP,B,NORP
2584,194,Literature,literature,Literature,NNP,O,
2585,194,",",",",",",",",O,
2586,194,1964,1964,1964,CD,B,DATE
2587,194,to,to,to,IN,O,
2588,194,1979,1979,1979,CD,B,DATE
2589,195,A,a,a,DT,O,
2590,195,Moment,moment,Moment,NNP,O,
2591,195,'s,'s,'s,POS,O,
2592,195,Ornament,ornament,Ornament,NNP,O,
2593,195,",",",",",",",",O,
2594,195,for,for,for,IN,O,
2595,195,Popular,popular,Popular,NNP,B,ORG
2596,195,Consumption,consumption,Consumption,NNP,I,ORG
2597,195,The,the,the,DT,I,ORG
2598,195,Illustration,illustration,Illustration,NNP,I,ORG
2599,195,and,and,and,CC,I,ORG
2600,195,Presentation,presentation,Presentation,NNP,I,ORG
2601,195,of,of,of,IN,I,ORG
2602,195,The,the,the,DT,I,ORG
2603,195,House,house,House,NNP,I,ORG
2604,195,of,of,of,IN,I,ORG
2605,195,Mirth,mirth,Mirth,NNP,I,ORG
2606,196,Melanchthon,melanchthon,Melanchthon,NNP,O,
2607,196,'s,'s,'s,POS,O,
2608,196,Rhetorics,rhetorics,Rhetorics,NNPS,O,
2609,196,and,and,and,CC,O,
2610,196,the,the,the,DT,O,
2611,196,Order,order,order,NN,O,
2612,196,of,of,of,IN,O,
2613,196,Learning,learning,Learning,NNP,O,
2614,196,:,:,:,:,O,
2615,196,A,a,a,DT,O,
2616,196,Case,case,Case,NNP,O,
2617,196,Study,study,Study,NNP,O,
2618,196,in,in,in,IN,O,
2619,196,Library,library,Library,NNP,O,
2620,196,Database,database,Database,NNP,O,
2621,196,Research,research,Research,NNP,O,
2622,197,Terence,terence,Terence,NNP,B,ORG
2623,197,Emmons,emmons,Emmons,NNPS,I,ORG
2624,197,and,and,and,CC,O,
2625,197,Russian,russian,Russian,NNP,B,PERSON
2626,197,Historiography,historiography,Historiography,NNP,I,PERSON
2627,198,Blowing,blowing,blow,VBG,O,
2628,198,Embers,embers,Embers,NNPS,O,
2629,198,:,:,:,:,O,
2630,198,An,an,an,DT,O,
2631,198,exploration,exploration,exploration,NN,O,
2632,198,of,of,of,IN,O,
2633,198,the,the,the,DT,O,
2634,198,agenda,agenda,agenda,NN,O,
2635,198,-,-,-,HYPH,O,
2636,198,setting,setting,set,VBG,O,
2637,198,role,role,role,NN,O,
2638,198,of,of,of,IN,O,
2639,198,books,books,book,NNS,O,
2640,199,WHILE,while,while,IN,O,
2641,199,ALL,all,all,DT,O,
2642,199,SCHOLARLY,scholarly,SCHOLARLY,NNPS,O,
2643,199,COMMUNITIES,communities,community,NNS,O,
2644,199,HAVE,have,have,VBP,O,
2645,199,A,a,a,DT,O,
2646,199,FORUM,forum,FORUM,NNS,O,
2647,199,:,:,:,:,O,
2648,199,JOURNALS,journals,JOURNALS,NNP,O,
2649,199,AND,and,and,CC,O,
2650,199,THE,the,the,DT,O,
2651,199,DEVELOPMENT,development,development,NN,O,
2652,199,OF,of,of,IN,O,
2653,199,BOOK,book,BOOK,NNP,O,
2654,199,HISTORY,history,HISTORY,NNP,O,
2655,199,IN,in,in,IN,O,
2656,199,GERMANY,germany,GERMANY,NNP,B,GPE
2657,199,",",",",",",",",O,
2658,199,1840,1840,1840,CD,B,DATE
2659,199,-,-,-,SYM,I,DATE
2660,199,2009,2009,2009,CD,I,DATE
2661,199,.,.,.,.,O,
2662,199,The,the,the,DT,O,
2663,199,State,state,State,NNP,O,
2664,199,of,of,of,IN,O,
2665,199,the,the,the,DT,O,
2666,199,Discipline,discipline,Discipline,NNP,B,PERSON
2667,200,The,the,the,DT,O,
2668,200,private,private,private,JJ,O,
2669,200,library,library,library,NN,O,
2670,200,of,of,of,IN,O,
2671,200,the,the,the,DT,O,
2672,200,Infanta,infanta,Infanta,NNP,O,
2673,200,Maria,maria,Maria,NNP,O,
2674,200,Isabel,isabel,Isabel,NNP,O,
2675,200,Francisca,francisca,Francisca,NNP,O,
2676,200,de,de,de,NNP,O,
2677,200,Asis,asis,Asis,NNP,O,
2678,200,Borbon,borbon,Borbon,NNP,O,
2679,200,",",",",",",",",O,
2680,200,la,la,la,NNP,O,
2681,200,Chata,chata,Chata,NNP,O,
2682,201,Book,book,book,NN,O,
2683,201,-,-,-,HYPH,O,
2684,201,Burning,burning,Burning,NNP,O,
2685,201,and,and,and,CC,O,
2686,201,the,the,the,DT,O,
2687,201,Uses,uses,Uses,NNPS,O,
2688,201,of,of,of,IN,O,
2689,201,Writing,writing,write,VBG,O,
2690,201,in,in,in,IN,O,
2691,201,Ancient,ancient,Ancient,NNP,O,
2692,201,Rome,rome,Rome,NNP,O,
2693,201,:,:,:,:,O,
2694,201,Destructive,destructive,Destructive,NNP,O,
2695,201,Practice,practice,Practice,NNP,O,
2696,201,between,between,between,IN,O,
2697,201,Literature,literature,Literature,NNP,O,
2698,201,and,and,and,CC,O,
2699,201,Document,document,Document,NNP,O,
2700,202,Philosopher,philosopher,philosopher,NN,O,
2701,202,of,of,of,IN,O,
2702,202,the,the,the,DT,O,
2703,202,last,last,last,JJ,O,
2704,202,Things,things,thing,NNS,O,
2705,202,.,.,.,.,O,
2706,202,A,a,a,DT,O,
2707,202,Book,book,Book,NNP,O,
2708,202,History,history,history,NN,O,
2709,202,1901,1901,1901,CD,B,DATE
2710,202,-,-,-,SYM,I,DATE
2711,202,1958,1958,1958,CD,I,DATE
2712,203,Versions,versions,version,NNS,O,
2713,203,and,and,and,CC,O,
2714,203,Versioning,versioning,versione,VBG,O,
2715,203,:,:,:,:,O,
2716,203,A,a,a,DT,O,
2717,203,Critical,critical,Critical,NNP,O,
2718,203,Archive,archive,Archive,NNP,O,
2719,203,of,of,of,IN,O,
2720,203,D.H.,d.h.,D.H.,NNP,O,
2721,203,Lawrence,lawrence,Lawrence,NNP,O,
2722,204,Margins,margins,margin,NNS,O,
2723,204,of,of,of,IN,O,
2724,204,authority,authority,authority,NN,O,
2725,204,:,:,:,:,O,
2726,204,Coke,coke,Coke,NNP,B,ORG
